text,label
Put some frank ferrer into my edna st vincent millay playlist.,0
play 2007 tunes by Bunny Berigan,3
Book a highly rated food court for 2 people on jul. 4th .,1
"Book a table for 6 in The Cheese Course , Blocher on February the 10th .",1
I want watch The Sun And The Moon,5
I need a reservation for a coffeehouse with nine people within the same area as Midland Park,1
I think that this book deserves a 3,4
Find a television show called Merced Sun-Star .,5
Can you find the song Bleach Hell Chapter,5
Play The New Retro playlist on Netflix .,3
Recite the movie schedule .,6
I'd like to know the movie times for movies nearby me,6
I want to see the TV series A State of Mind,5
Rate 3 out of 6 points to Darkworld Detective,4
"Please book me a table for 6 people at Top of the Mark in Raleigh Hills , Kentucky",1
add this tune to Escapada,0
What time is Do Sher playing,6
I have a party of four in Japan and need a reservation at Rimsky-Korsakoffee House on Aug. the 3rd .,1
Play twenties from Ken Floyd,3
i need movie times for movies in the area,6
Rate The Compleat Housewife saga zero of 6,4
Book a restaurant in Eleele on October the fifth for 3 people.,1
book me a restaurant in Aransas Pass in seventeen hours,2
rate the book saga A Coin in Nine Hands 0 points,4
add Viktor Tsoi to my sweet soul chillout playlist,0
book a spot for 6 at a tea house in Tokelau,1
Find a show called The Inheritors,5
Play The View From The Afternoon by Malese Jow on Last Fm,3
can i have the movie schedules,6
Where can I see Young Goethe in Love ?,6
Add Ultimatum to my crash course playlist,0
weather for Frankfort,2
rate tune to 90's Baby Makers,0
Will it be freezing in the city of Sardis,2
Play eighties,3
Please play anything by george formby jr,3
add The Rough Guide to the Music of Eastern Europe to my This Is Philip Glass playlist,0
add this song to my workout playlist,0
How much wind will there be in NM on november 11th,2
Show me Live at the Kings Center,5
what animated movie are at the theater in the neighborhood,6
Show me the closest movie house playing animated movies please.,6
give zero points to High Profile,4
Please tell me the movie schedules ?,6
Show me Firepower,5
"book a table for me and bettye at Washington, D.C. Jewish Community Center in Montana",1
I'd like to watch May Blossom,6
Will it hail in Rush Valley Denmark on 6/21/2035,2
book midday at a faraway cuban place for five at a top-rated bakery in Grainola,1
In Hawaii will it be warmer at 3 am,2
I'd like to see the novel An Inquiry into the Good,5
book a cafe in Romania,1
I want a table for 5 next fall om Curacao,1
put this tune on my playlist technical&brutal death metal,0
my step aunt and I want to go cheese fries at the tavern,1
"Book Childs Restaurants in Bruno for 1 person on October 6th, 2019 .",1
I'd like to watch Army at Wanda Group,6
Can I watch The Sound of War in thirteen minutes at the nearest cinema,6
Where can I listen to Willy and the Poor Boys,5
please put this track onto letha's signed xoxo playlist,0
is Dishyum at the cinema,6
Rate this essay two points,4
Play thirties music by Flex on Google Music,3
I want to add Robin Hood and Queen Katherine to my playlist entitled Genuine R&B,0
Find the movie schedule for animated movies in the area .,6
"Book a table at a tavern in Albania for annette, darlene and barbara james for ten AM",1
book a brasserie,1
Book a highly rated northeast indian brasserie in Kenova for nannie and I at 1441 .,1
Tell me the weather forecast for here,2
Restaurant in Durant for 3 PM,1
I'm in the mood to listen to meditative music.,3
what is the Coulee City MT forecast,2
Find the schedule for The Devil Diamond at a movie theatre .,6
Find the Pop Has Freed Us saga,5
I'd like to eat at the Original Spanish Kitchen in North Carolina,1
five points for this novel,4
give 0 points to The Hand in the Glove,4
Will it be freezing on 4/20/2038 in AMerican Beach NC,2
Find a picture called Every Little Thing She Does Is Magic .,5
Play While The Gate Is Open .,3
Find the song titled The Rivalry Red v. Blue,5
Play the newest stuff by blowfly,3
Play me an ep from 2005 .,3
I'd like to eat at a highly rated pub with 6 people,1
Where can I find the TV show A Step Away,5
Book a bar for 6 that has stuffed ham and isn't too faraway from Canarsie - Rockaway Parkway on bennington battle day .,1
Can you play some eighties music,3
Add this track to my Tropical Morning playlist,0
play pop music with Groove Shark,3
is The Couch Trip at the nearest cinema,6
put frank farian on lydia's playlist called The Black Power Mixtape 1967 to 1975,0
Play something by Holly Cole on lastfm,3
Book a cafeteria with wifi,1
in California will it be cold in East Trenton Heights,2
add children of telepathic experiences to the playlist named baladas románticas,0
I want to add Hind Etin to my La Mejor Música Dance 2017 playlist,0
Will it be hot here at 22 o'clock ?,2
"Book a reservation for 1 at PM Park, Clear Lake, Iowa in Mongolia in 1 hour",1
Use Deezer to play the last song from Lee Dorrian,3
Add this artist to my Classic Punk playlist,0
I want to give this album 4 stars,4
Give me the weather forecast for Wisconsin Dells in Saint Kitts and Nevis on the day after tomorrow,2
Add this tune to hipster soul,0
Find me a showing of The Vanquished that starts nine hours and 1 second from now .,6
Add the secret wars into the digging now playlist,0
Put this Jerry Dixon song onto my Tokyo Rising playlist.,0
I'm wondering if I can watch Heyy Babyy at a cinema .,6
find movie schedules,6
Add to my playlist all funked up this track,0
"Give me the forecast for feb. eleventh, 2034 far from Alaska",2
give 5 out of 6 points to Racing the Rain,4
Please make reservations in Yeager for seven am at a highly rated indian brasserie,1
"Is it going to be warm on march the 12th in Pendleton , Delaware ?",2
What will it feel like on patriot's day on South Georgia and the South Sandwich Islands,2
Add a tune to my playlist Women of K-Pop,0
Will the weather in Falcon Heights call for rain ?,2
give 1 out of 6 points to current textbook,4
What's the weather going to be like in a week at Big Walnut Creek Nature Preserve ?,2
"hot weather forecast for Pilar , Réunion",2
She me the Sons of Satan Praise the Lord picture,5
I need a reservation for Cashel Palace Hotel in California for a party of 9,1
play something from the twenties,3
When is Sea of Fear being shown at the closest movie theatre ?,6
Add this adam clayton tune to sxsw fresh playlist,0
"Out of a possible 6 stars , I give The Princes and The Treasure a five .",4
find Warren Theatres films,6
Show me the movies at the closest cinema,6
I give the current chronicle one of 6 stars,4
rate this current book a 4 out of 6,4
Tell me where I can watch Common Law Cabin,6
Play a popular melody by Lindsay Lohan on Youtube .,3
Is the Wandering Detective Black Wind in the Harbor playing at Cinemark Theatres,6
Please play Jim Martin on Vimeo .,3
What movie schedules are animated movies close by,6
Where is Walt The Man Behind the Myth playing,6
Add r u still in 2 it to the under the surface playlist,0
"at two am , I need reservations for my friends and I at Irma Hotel .",1
Rate the current novel 1 out of 6 points .,4
Find movie times for movies in the neighbourhood .,6
Please find the Packed to the Rafters work.,5
where can I watch Mabel’s Dramatic Career at twenty two o'clock,6
What are movie times for animated movies close by ?,6
Add the name Shall We Dance to playlist Rock,0
"Add Star Light, Star Bright to my jazz classics playlist.",0
Can you play me songs from the Estado de ánimo playlist?,3
Rate the current essay three of 6 points,4
Is it going to be cold today in Wing ?,2
find a movie schedule,6
Can you put a song by Rick Astley on my hot 50 playlist,0
Find A World Apart .,5
"When will it be warmer in White Horse , Mauritius",2
add come on a cone to Power Walk playlist,0
"Will there be a lot of cloud activity next summer in Nellieburg , Arkansas",2
add all the years to Concentración,0
I give the part of the chronicle Growth Fetish four out of 6 stars .,4
I give this book Dictionary of the English Language a 4 rating,4
play Roland Alphonso tunes that are most popular,3
Is it sunny 1 second from now in the Pitcairn Islands,2
Show the forecast for two years from now in Lake Telemark Sudan,2
I want to hear something by Joe Dolce on Google Music,3
Rate this essay a 3,4
Please book a table for 6 people in the same area as Bedford Park Blvd-Lehman College,1
play Takes Place In Your Work Space by Eddie Kendricks,3
Show me Skyfall Original Motion Picture Soundtrack,5
Find Half a Sixpence photograph,5
What animated movies are showing at Loews Cineplex,6
Find a painting called Pulsions .,5
"want to eat at Diners of Allentown, Pennsylvania on purim",1
what is the forecast for cloudy weather here,2
find the show The Demi-Gods and Semi-Devils,5
Play thirties symphony music from Nigga on Iheart,3
Add george baker to hiphop hot 50,0
I want to find the video game Masada Anniversary Edition Vol. 3 The Unknown Masada,5
Book a restaurant that serves pasta for 5 people.,1
Rate The War of the Roses 2 out of 6,4
I would like a cafeteria at 104151 am for seven,1
Play some Christian Rock,3
Is it going to get chillier in Kuwait,2
I rate The Mathematical Magpie chronicle a 0 of 6,4
Add the name cry like a baby to my a mis niños de 30 playlist,0
"Will it get colder in Camp San Saba , Latvia in one minute and eight seconds",2
play The Sea Cabinet,5
Find time for films at the nearest movie theatre,6
Show me the album Three Songs About Lenin,5
book a restaurant for me and my mother in law in Montserrat,1
book a spot for 10 at Shopsins in Denmark on St. Patrick's Day,1
I'm looking for a picture titled Rock Painting,5
What is the weather like in North Salt Lake and Afghanistan ?,2
Play Giovanni Battista Guadagnini 's 1982 tracks .,3
What is the movie schedule for animated movies playing in the neighborhood ?,6
What's the forecast for Walker Bay Nature Reserve for next year ?,2
Show The Family from One End Street album,5
Add another tune to kristine's laundry playlist.,0
Tell me the weather forecast for Niue,2
Find the schedule for Evening Clothes in 1 second .,6
rate this textbook 3 out 6,4
"I would like to add to my plalist, Visjoner onto the old school metal one",0
"Tell me the weather forecast 1 hour from now for Town West , Nevada",2
add this Rob Campanella tune to psychedelic rock,0
Is it going to rain in Kansas by march 4,2
I want to book the best pub for 6 in New Mexico,1
I need seats for 10 at a highly rated restaurant,1
"Is it windy in Inlet , Lebanon ?",2
I want to hear that tune from 2010,3
Find the schedule for films at the Douglas Theatre Company .,6
play the Gary Chaw album,3
what is the midnight forecast for Argentina,2
Rate my current novel one stars,4
Put nothing remains the same on my summer music playlist,0
find Karol The Pope,5
Can you pull up Channel M News,5
show creative video game In My Own Backyard,5
I need a 6 rating or five with something like a saga in The Best Science Fiction of the Year 13,4
"What will the weather be like not far from Alabama on May 9, 2037 ?",2
River Secrets deserves a best rating of 6 but zero points,4
Find Once Upon a Time in the West,5
Use service Vimeo to play music from the artist Mick track Now We Are 5,3
Play The Way It Has To Be by Tom G Warrior on Zvooq,3
What time is My Son Shall Be Armenian playing at Plitt Theatres,6
What are some movies playing in the neighbourhood ?,6
